Modelo,Pooling,AGG,LAYER,out_vec_size,MR,CR,SUBJ,MPQA,SST2,TREC,MRPC,Avg
allmpnet,CLS+SUM+AVG-NS_LYR-8,CLS+SUM+AVG-NS,LYR-8,torch.Size([2304]),86.09,90.73,95.53,89.76,91.27,94.2,68.64,88.03142857142858
allmpnet,CLS+SUM+SUM-NS_LYR-8,CLS+SUM+SUM-NS,LYR-8,torch.Size([2304]),85.45,91.36,95.09,90.18,90.99,95.8,69.68,88.36428571428571
allmpnet,CLS+SUM+MAX-NS_LYR-8,CLS+SUM+MAX-NS,LYR-8,torch.Size([2304]),86.13,90.91,95.44,90.06,91.05,95.8,68.52,88.27285714285713
allmpnet,CLS+MAX+AVG-NS_LYR-8,CLS+MAX+AVG-NS,LYR-8,torch.Size([2304]),86.21,90.28,95.04,89.88,92.09,92.0,73.45,88.42142857142858
allmpnet,CLS+MAX+SUM-NS_LYR-8,CLS+MAX+SUM-NS,LYR-8,torch.Size([2304]),86.1,90.84,95.24,90.07,91.05,95.4,70.26,88.42285714285715
allmpnet,CLS+MAX+MAX-NS_LYR-8,CLS+MAX+MAX-NS,LYR-8,torch.Size([2304]),84.65,88.11,94.12,88.81,90.83,89.6,71.59,86.8157142857143
allmpnet,CLS_LYR-9,CLS,LYR-9,torch.Size([768]),76.01,63.76,84.02,68.77,82.7,38.0,66.49,68.53571428571429
allmpnet,AVG_LYR-9,AVG,LYR-9,torch.Size([768]),85.28,87.26,94.09,89.1,91.05,94.8,71.01,87.51285714285714
allmpnet,SUM_LYR-9,SUM,LYR-9,torch.Size([768]),85.3,90.51,94.78,89.39,90.28,95.2,69.1,87.79428571428572
allmpnet,MAX_LYR-9,MAX,LYR-9,torch.Size([768]),83.09,83.58,92.45,88.44,90.23,84.6,72.7,85.01285714285714
allmpnet,AVG-NS_LYR-9,AVG-NS,LYR-9,torch.Size([768]),85.2,87.18,94.04,89.41,90.99,95.0,70.67,87.49857142857142
allmpnet,SUM-NS_LYR-9,SUM-NS,LYR-9,torch.Size([768]),85.31,90.38,94.95,89.63,90.12,95.4,67.59,87.62571428571428
allmpnet,MAX-NS_LYR-9,MAX-NS,LYR-9,torch.Size([768]),83.08,83.6,92.41,88.4,90.17,84.6,72.7,84.99428571428572
allmpnet,CLS+AVG_LYR-9,CLS+AVG,LYR-9,torch.Size([1536]),85.21,87.82,94.17,89.18,90.88,93.2,70.96,87.3457142857143
allmpnet,CLS+SUM_LYR-9,CLS+SUM,LYR-9,torch.Size([1536]),85.65,90.33,95.18,89.65,90.88,96.2,69.33,88.17428571428573
allmpnet,CLS+MAX_LYR-9,CLS+MAX,LYR-9,torch.Size([1536]),83.66,85.09,92.77,88.41,90.23,89.4,71.88,85.91999999999999
allmpnet,CLS+AVG-NS_LYR-9,CLS+AVG-NS,LYR-9,torch.Size([1536]),85.22,88.08,94.09,89.57,91.05,93.0,71.3,87.47285714285714
allmpnet,CLS+SUM-NS_LYR-9,CLS+SUM-NS,LYR-9,torch.Size([1536]),85.49,90.14,95.05,89.57,91.1,96.4,68.75,88.07142857142857
allmpnet,CLS+MAX-NS_LYR-9,CLS+MAX-NS,LYR-9,torch.Size([1536]),83.69,84.16,92.76,88.68,90.23,89.4,71.88,85.82857142857144
allmpnet,CLS+AVG+AVG-NS_LYR-9,CLS+AVG+AVG-NS,LYR-9,torch.Size([2304]),85.8,88.58,94.85,89.83,91.05,94.8,73.91,88.40285714285713
allmpnet,CLS+AVG+SUM-NS_LYR-9,CLS+AVG+SUM-NS,LYR-9,torch.Size([2304]),85.94,90.46,95.46,89.8,90.88,94.6,69.51,88.09285714285714
allmpnet,CLS+AVG+MAX-NS_LYR-9,CLS+AVG+MAX-NS,LYR-9,torch.Size([2304]),85.23,88.56,94.34,89.39,92.2,95.6,72.75,88.29571428571428
allmpnet,CLS+SUM+AVG-NS_LYR-9,CLS+SUM+AVG-NS,LYR-9,torch.Size([2304]),85.84,89.11,95.58,89.65,91.27,96.0,68.64,88.01285714285713
allmpnet,CLS+SUM+SUM-NS_LYR-9,CLS+SUM+SUM-NS,LYR-9,torch.Size([2304]),85.46,89.57,95.3,89.58,90.72,95.8,68.81,87.89142857142858
allmpnet,CLS+SUM+MAX-NS_LYR-9,CLS+SUM+MAX-NS,LYR-9,torch.Size([2304]),85.64,89.25,95.28,89.97,90.72,96.2,69.91,88.13857142857144
allmpnet,CLS+MAX+AVG-NS_LYR-9,CLS+MAX+AVG-NS,LYR-9,torch.Size([2304]),85.53,88.77,94.28,89.6,92.09,94.4,73.39,88.29428571428572
allmpnet,CLS+MAX+SUM-NS_LYR-9,CLS+MAX+SUM-NS,LYR-9,torch.Size([2304]),85.81,89.72,95.6,89.85,90.77,95.4,69.22,88.05285714285715
allmpnet,CLS+MAX+MAX-NS_LYR-9,CLS+MAX+MAX-NS,LYR-9,torch.Size([2304]),82.99,86.01,92.83,88.82,90.33,93.6,72.17,86.67857142857142
allmpnet,CLS_LYR-10,CLS,LYR-10,torch.Size([768]),62.8,63.76,76.5,68.77,58.54,18.4,66.49,59.32285714285714
allmpnet,AVG_LYR-10,AVG,LYR-10,torch.Size([768]),85.35,85.59,93.78,89.06,90.01,94.8,74.09,87.5257142857143
allmpnet,SUM_LYR-10,SUM,LYR-10,torch.Size([768]),85.03,89.99,94.65,89.55,90.17,96.0,70.61,88.0
allmpnet,MAX_LYR-10,MAX,LYR-10,torch.Size([768]),84.28,84.03,92.73,88.44,90.01,87.2,73.33,85.71714285714287
allmpnet,AVG-NS_LYR-10,AVG-NS,LYR-10,torch.Size([768]),85.28,85.99,93.77,89.08,90.17,94.0,74.32,87.51571428571427
allmpnet,SUM-NS_LYR-10,SUM-NS,LYR-10,torch.Size([768]),84.27,89.11,94.65,89.38,90.06,95.8,70.96,87.74714285714286
allmpnet,MAX-NS_LYR-10,MAX-NS,LYR-10,torch.Size([768]),84.28,84.0,92.77,88.33,89.95,89.0,73.33,85.95142857142856
allmpnet,CLS+AVG_LYR-10,CLS+AVG,LYR-10,torch.Size([1536]),84.76,84.18,93.85,88.94,90.28,93.4,73.86,87.03857142857143
allmpnet,CLS+SUM_LYR-10,CLS+SUM,LYR-10,torch.Size([1536]),85.53,89.22,94.85,89.47,90.28,95.8,68.52,87.66714285714285
allmpnet,CLS+MAX_LYR-10,CLS+MAX,LYR-10,torch.Size([1536]),83.98,84.16,92.53,88.04,90.28,88.0,71.36,85.47857142857143
allmpnet,CLS+AVG-NS_LYR-10,CLS+AVG-NS,LYR-10,torch.Size([1536]),84.7,85.38,93.93,89.23,90.44,93.8,74.96,87.49142857142859
allmpnet,CLS+SUM-NS_LYR-10,CLS+SUM-NS,LYR-10,torch.Size([1536]),85.45,89.67,94.89,89.38,90.5,95.8,70.03,87.96
allmpnet,CLS+MAX-NS_LYR-10,CLS+MAX-NS,LYR-10,torch.Size([1536]),83.98,84.16,92.49,88.0,90.06,88.0,71.36,85.4357142857143
allmpnet,CLS+AVG+AVG-NS_LYR-10,CLS+AVG+AVG-NS,LYR-10,torch.Size([2304]),85.1,87.04,94.31,89.79,90.23,95.4,75.71,88.22571428571429
allmpnet,CLS+AVG+SUM-NS_LYR-10,CLS+AVG+SUM-NS,LYR-10,torch.Size([2304]),85.16,88.85,95.17,89.78,90.39,95.8,67.71,87.55142857142857
allmpnet,CLS+AVG+MAX-NS_LYR-10,CLS+AVG+MAX-NS,LYR-10,torch.Size([2304]),85.35,84.5,93.53,89.2,90.55,94.2,75.77,87.58571428571429
allmpnet,CLS+SUM+AVG-NS_LYR-10,CLS+SUM+AVG-NS,LYR-10,torch.Size([2304]),85.85,89.4,95.16,89.81,90.33,95.4,68.17,87.73142857142855
allmpnet,CLS+SUM+SUM-NS_LYR-10,CLS+SUM+SUM-NS,LYR-10,torch.Size([2304]),85.31,89.75,95.03,89.6,90.44,95.6,69.04,87.82428571428571
allmpnet,CLS+SUM+MAX-NS_LYR-10,CLS+SUM+MAX-NS,LYR-10,torch.Size([2304]),85.75,88.98,95.13,89.82,90.66,96.0,68.7,87.86285714285715
allmpnet,CLS+MAX+AVG-NS_LYR-10,CLS+MAX+AVG-NS,LYR-10,torch.Size([2304]),84.89,85.54,93.52,89.52,90.23,94.6,74.43,87.53285714285714
allmpnet,CLS+MAX+SUM-NS_LYR-10,CLS+MAX+SUM-NS,LYR-10,torch.Size([2304]),85.49,89.16,95.01,90.01,90.55,96.0,67.94,87.73714285714287
allmpnet,CLS+MAX+MAX-NS_LYR-10,CLS+MAX+MAX-NS,LYR-10,torch.Size([2304]),84.5,84.11,92.77,88.99,90.39,92.8,70.96,86.36
allmpnet,CLS_LYR-11,CLS,LYR-11,torch.Size([768]),76.29,63.76,83.45,68.77,80.51,77.4,66.49,73.80999999999999
allmpnet,AVG_LYR-11,AVG,LYR-11,torch.Size([768]),84.49,84.45,93.43,88.39,89.57,93.8,75.42,87.07857142857142
allmpnet,SUM_LYR-11,SUM,LYR-11,torch.Size([768]),84.35,87.68,94.54,88.95,89.24,95.0,67.36,86.73142857142857
allmpnet,MAX_LYR-11,MAX,LYR-11,torch.Size([768]),82.92,82.22,91.99,87.9,88.91,85.2,73.16,84.61428571428571
allmpnet,AVG-NS_LYR-11,AVG-NS,LYR-11,torch.Size([768]),84.58,84.37,93.33,88.57,89.68,94.2,75.83,87.22285714285715
allmpnet,SUM-NS_LYR-11,SUM-NS,LYR-11,torch.Size([768]),84.67,87.73,94.51,88.9,89.29,95.0,67.48,86.79714285714287
allmpnet,MAX-NS_LYR-11,MAX-NS,LYR-11,torch.Size([768]),83.0,82.25,92.0,87.78,89.02,86.6,73.1,84.82142857142857
allmpnet,CLS+AVG_LYR-11,CLS+AVG,LYR-11,torch.Size([1536]),84.81,84.24,93.54,88.29,89.73,94.0,75.42,87.14714285714287
allmpnet,CLS+SUM_LYR-11,CLS+SUM,LYR-11,torch.Size([1536]),84.94,87.31,94.19,89.4,90.44,96.0,71.07,87.62142857142855
allmpnet,CLS+MAX_LYR-11,CLS+MAX,LYR-11,torch.Size([1536]),83.23,82.67,92.03,88.06,89.24,90.8,73.57,85.65714285714284
allmpnet,CLS+AVG-NS_LYR-11,CLS+AVG-NS,LYR-11,torch.Size([1536]),84.61,85.04,93.68,89.05,89.73,94.8,75.07,87.42571428571429
allmpnet,CLS+SUM-NS_LYR-11,CLS+SUM-NS,LYR-11,torch.Size([1536]),84.92,87.31,94.27,89.15,90.44,96.0,71.36,87.63571428571427
allmpnet,CLS+MAX-NS_LYR-11,CLS+MAX-NS,LYR-11,torch.Size([1536]),83.24,82.83,92.19,87.98,89.24,90.6,73.62,85.67142857142858
allmpnet,CLS+AVG+AVG-NS_LYR-11,CLS+AVG+AVG-NS,LYR-11,torch.Size([2304]),85.25,85.75,94.03,89.3,89.68,94.6,74.96,87.65285714285714
allmpnet,CLS+AVG+SUM-NS_LYR-11,CLS+AVG+SUM-NS,LYR-11,torch.Size([2304]),85.31,87.79,94.86,89.46,90.23,96.0,72.17,87.97428571428573
allmpnet,CLS+AVG+MAX-NS_LYR-11,CLS+AVG+MAX-NS,LYR-11,torch.Size([2304]),84.8,85.22,93.94,88.89,90.23,95.8,75.36,87.74857142857142
allmpnet,CLS+SUM+AVG-NS_LYR-11,CLS+SUM+AVG-NS,LYR-11,torch.Size([2304]),85.1,88.4,94.99,89.58,90.12,96.0,71.13,87.90285714285714
allmpnet,CLS+SUM+SUM-NS_LYR-11,CLS+SUM+SUM-NS,LYR-11,torch.Size([2304]),84.19,87.81,94.73,89.61,90.06,96.2,71.01,87.65857142857143
allmpnet,CLS+SUM+MAX-NS_LYR-11,CLS+SUM+MAX-NS,LYR-11,torch.Size([2304]),84.99,88.4,94.99,89.36,90.61,96.6,72.06,88.14428571428572
allmpnet,CLS+MAX+AVG-NS_LYR-11,CLS+MAX+AVG-NS,LYR-11,torch.Size([2304]),85.19,85.67,93.96,89.25,90.17,95.4,75.36,87.85714285714286
allmpnet,CLS+MAX+SUM-NS_LYR-11,CLS+MAX+SUM-NS,LYR-11,torch.Size([2304]),84.96,88.11,94.78,89.22,90.33,96.2,72.41,88.00142857142858
allmpnet,CLS+MAX+MAX-NS_LYR-11,CLS+MAX+MAX-NS,LYR-11,torch.Size([2304]),83.74,83.71,92.17,88.04,89.07,93.4,70.96,85.87
allmpnet,CLS_LYR-12,CLS,LYR-12,torch.Size([768]),83.05,82.6,91.24,87.42,87.26,84.0,72.58,84.02142857142857
allmpnet,AVG_LYR-12,AVG,LYR-12,torch.Size([768]),84.34,82.15,92.49,88.08,88.63,90.0,72.93,85.51714285714287
allmpnet,SUM_LYR-12,SUM,LYR-12,torch.Size([768]),84.06,86.36,93.7,88.41,88.36,94.4,70.2,86.49857142857142
allmpnet,MAX_LYR-12,MAX,LYR-12,torch.Size([768]),83.79,80.1,91.39,87.64,89.24,84.6,74.14,84.41428571428571
allmpnet,AVG-NS_LYR-12,AVG-NS,LYR-12,torch.Size([768]),84.14,81.99,92.58,87.8,89.02,90.2,72.87,85.51428571428572
allmpnet,SUM-NS_LYR-12,SUM-NS,LYR-12,torch.Size([768]),84.06,85.59,93.94,88.3,88.36,94.6,70.14,86.42714285714285
allmpnet,MAX-NS_LYR-12,MAX-NS,LYR-12,torch.Size([768]),83.83,80.16,91.42,87.87,89.07,85.8,74.09,84.60571428571428
allmpnet,CLS+AVG_LYR-12,CLS+AVG,LYR-12,torch.Size([1536]),84.2,84.69,93.02,88.57,88.47,89.2,75.42,86.2242857142857
allmpnet,CLS+SUM_LYR-12,CLS+SUM,LYR-12,torch.Size([1536]),84.48,87.1,93.85,88.83,89.29,94.4,71.07,87.00285714285714
allmpnet,CLS+MAX_LYR-12,CLS+MAX,LYR-12,torch.Size([1536]),83.63,83.63,92.79,88.7,87.97,90.2,74.14,85.86571428571429
allmpnet,CLS+AVG-NS_LYR-12,CLS+AVG-NS,LYR-12,torch.Size([1536]),84.23,84.72,92.94,88.61,88.52,91.6,75.25,86.55285714285715
allmpnet,CLS+SUM-NS_LYR-12,CLS+SUM-NS,LYR-12,torch.Size([1536]),84.5,86.89,93.81,88.45,88.3,94.8,71.25,86.85714285714286
allmpnet,CLS+MAX-NS_LYR-12,CLS+MAX-NS,LYR-12,torch.Size([1536]),83.63,83.68,92.86,88.65,87.97,89.0,74.03,85.68857142857144
allmpnet,CLS+AVG+AVG-NS_LYR-12,CLS+AVG+AVG-NS,LYR-12,torch.Size([2304]),84.85,85.72,93.41,88.61,88.52,92.4,75.3,86.97285714285714
allmpnet,CLS+AVG+SUM-NS_LYR-12,CLS+AVG+SUM-NS,LYR-12,torch.Size([2304]),84.35,86.65,93.96,88.71,88.41,94.4,71.07,86.79285714285713
allmpnet,CLS+AVG+MAX-NS_LYR-12,CLS+AVG+MAX-NS,LYR-12,torch.Size([2304]),84.23,84.74,93.28,88.97,89.4,92.4,74.49,86.78714285714285
allmpnet,CLS+SUM+AVG-NS_LYR-12,CLS+SUM+AVG-NS,LYR-12,torch.Size([2304]),84.64,86.97,93.85,88.81,88.52,94.2,69.62,86.65857142857143
allmpnet,CLS+SUM+SUM-NS_LYR-12,CLS+SUM+SUM-NS,LYR-12,torch.Size([2304]),84.26,87.1,94.05,89.02,89.13,94.4,70.2,86.88000000000001
allmpnet,CLS+SUM+MAX-NS_LYR-12,CLS+SUM+MAX-NS,LYR-12,torch.Size([2304]),84.45,87.21,93.99,88.74,89.79,93.8,69.28,86.75142857142858
allmpnet,CLS+MAX+AVG-NS_LYR-12,CLS+MAX+AVG-NS,LYR-12,torch.Size([2304]),84.66,85.09,93.38,88.98,88.91,91.6,74.2,86.68857142857144
allmpnet,CLS+MAX+SUM-NS_LYR-12,CLS+MAX+SUM-NS,LYR-12,torch.Size([2304]),84.32,86.12,94.02,89.06,88.08,94.8,71.3,86.8142857142857
allmpnet,CLS+MAX+MAX-NS_LYR-12,CLS+MAX+MAX-NS,LYR-12,torch.Size([2304]),84.37,85.14,93.06,88.83,88.8,92.0,73.74,86.56285714285715
allmpnet,CLS_SUML4L,CLS,SUML4L,torch.Size([768]),82.88,82.75,90.7,87.7,87.64,84.6,73.45,84.24571428571429
allmpnet,AVG_SUML4L,AVG,SUML4L,torch.Size([768]),86.02,89.06,94.63,89.89,91.21,95.4,76.29,88.92857142857142
allmpnet,SUM_SUML4L,SUM,SUML4L,torch.Size([768]),82.85,88.56,93.83,89.33,89.62,95.0,69.04,86.89
allmpnet,MAX_SUML4L,MAX,SUML4L,torch.Size([768]),83.71,85.51,92.55,88.47,90.06,93.2,71.25,86.39285714285714
allmpnet,AVG-NS_SUML4L,AVG-NS,SUML4L,torch.Size([768]),86.05,89.19,94.41,90.06,90.94,95.8,76.7,89.02142857142857
allmpnet,SUM-NS_SUML4L,SUM-NS,SUML4L,torch.Size([768]),82.39,88.42,93.83,89.17,89.51,95.2,70.03,86.93571428571428
allmpnet,MAX-NS_SUML4L,MAX-NS,SUML4L,torch.Size([768]),83.68,85.48,92.46,88.7,90.12,93.6,71.3,86.47714285714285
allmpnet,CLS+AVG_SUML4L,CLS+AVG,SUML4L,torch.Size([1536]),85.94,88.58,94.71,90.0,91.1,96.4,76.35,89.01142857142857
allmpnet,CLS+SUM_SUML4L,CLS+SUM,SUML4L,torch.Size([1536]),83.98,88.42,94.29,89.92,89.95,95.0,69.86,87.34571428571428
allmpnet,CLS+MAX_SUML4L,CLS+MAX,SUML4L,torch.Size([1536]),84.66,85.96,93.64,89.77,90.83,95.6,74.26,87.81714285714284
allmpnet,CLS+AVG-NS_SUML4L,CLS+AVG-NS,SUML4L,torch.Size([1536]),85.79,88.63,94.61,90.13,90.61,96.2,76.23,88.88571428571429
allmpnet,CLS+SUM-NS_SUML4L,CLS+SUM-NS,SUML4L,torch.Size([1536]),84.2,88.79,94.32,89.81,90.06,95.0,69.45,87.3757142857143
allmpnet,CLS+MAX-NS_SUML4L,CLS+MAX-NS,SUML4L,torch.Size([1536]),84.73,86.52,93.64,89.58,90.83,95.6,74.26,87.88
allmpnet,CLS+AVG+AVG-NS_SUML4L,CLS+AVG+AVG-NS,SUML4L,torch.Size([2304]),86.26,89.14,95.1,90.44,90.77,95.8,76.23,89.10571428571428
allmpnet,CLS+AVG+SUM-NS_SUML4L,CLS+AVG+SUM-NS,SUML4L,torch.Size([2304]),84.49,88.71,94.71,90.0,90.23,95.0,71.77,87.8442857142857
allmpnet,CLS+AVG+MAX-NS_SUML4L,CLS+AVG+MAX-NS,SUML4L,torch.Size([2304]),85.22,88.34,94.83,89.77,90.94,95.6,73.28,88.28285714285713
allmpnet,CLS+SUM+AVG-NS_SUML4L,CLS+SUM+AVG-NS,SUML4L,torch.Size([2304]),84.16,88.93,94.67,90.18,90.39,93.4,70.78,87.50142857142858
allmpnet,CLS+SUM+SUM-NS_SUML4L,CLS+SUM+SUM-NS,SUML4L,torch.Size([2304]),83.27,86.91,94.45,89.96,90.23,94.4,68.64,86.83714285714287
allmpnet,CLS+SUM+MAX-NS_SUML4L,CLS+SUM+MAX-NS,SUML4L,torch.Size([2304]),83.75,89.35,94.77,89.96,90.33,95.2,69.68,87.57714285714285
allmpnet,CLS+MAX+AVG-NS_SUML4L,CLS+MAX+AVG-NS,SUML4L,torch.Size([2304]),85.86,89.41,94.29,90.26,90.44,95.4,74.2,88.55142857142857
allmpnet,CLS+MAX+SUM-NS_SUML4L,CLS+MAX+SUM-NS,SUML4L,torch.Size([2304]),83.7,88.74,94.76,89.59,90.55,94.8,71.94,87.72571428571428
allmpnet,CLS+MAX+MAX-NS_SUML4L,CLS+MAX+MAX-NS,SUML4L,torch.Size([2304]),84.44,85.25,93.14,89.63,89.51,96.2,70.09,86.89428571428572
allmpnet,CLS_AVGL4L,CLS,AVGL4L,torch.Size([768]),82.05,66.22,90.02,79.9,86.93,81.2,66.49,78.97285714285714
allmpnet,AVG_AVGL4L,AVG,AVGL4L,torch.Size([768]),84.89,85.77,93.7,88.33,90.61,93.8,74.61,87.38714285714286
allmpnet,SUM_AVGL4L,SUM,AVGL4L,torch.Size([768]),85.22,90.22,94.58,89.62,90.01,95.6,71.36,88.08714285714287
allmpnet,MAX_AVGL4L,MAX,AVGL4L,torch.Size([768]),84.09,83.6,92.66,88.2,90.12,88.4,72.0,85.58142857142857
allmpnet,AVG-NS_AVGL4L,AVG-NS,AVGL4L,torch.Size([768]),84.79,86.38,93.69,89.05,90.55,92.4,73.57,87.20428571428572
allmpnet,SUM-NS_AVGL4L,SUM-NS,AVGL4L,torch.Size([768]),85.27,90.17,94.56,89.42,90.88,96.2,70.61,88.15857142857143
allmpnet,MAX-NS_AVGL4L,MAX-NS,AVGL4L,torch.Size([768]),84.07,83.63,92.76,88.14,90.33,88.0,72.29,85.60285714285713
allmpnet,CLS+AVG_AVGL4L,CLS+AVG,AVGL4L,torch.Size([1536]),85.28,86.09,93.99,89.27,90.23,93.4,74.67,87.56142857142856
allmpnet,CLS+SUM_AVGL4L,CLS+SUM,AVGL4L,torch.Size([1536]),85.58,89.88,95.01,89.6,90.83,96.0,70.61,88.21571428571427
allmpnet,CLS+MAX_AVGL4L,CLS+MAX,AVGL4L,torch.Size([1536]),84.44,85.16,92.32,88.54,90.06,89.6,71.83,85.99285714285715
allmpnet,CLS+AVG-NS_AVGL4L,CLS+AVG-NS,AVGL4L,torch.Size([1536]),85.2,85.83,94.12,89.37,90.33,93.6,74.84,87.61285714285714
allmpnet,CLS+SUM-NS_AVGL4L,CLS+SUM-NS,AVGL4L,torch.Size([1536]),85.61,89.83,94.88,89.39,91.05,96.0,70.43,88.17
allmpnet,CLS+MAX-NS_AVGL4L,CLS+MAX-NS,AVGL4L,torch.Size([1536]),84.47,85.35,92.31,88.61,90.06,89.6,71.88,86.03999999999999
allmpnet,CLS+AVG+AVG-NS_AVGL4L,CLS+AVG+AVG-NS,AVGL4L,torch.Size([2304]),85.42,87.81,94.46,89.64,90.66,95.8,75.94,88.53285714285714
allmpnet,CLS+AVG+SUM-NS_AVGL4L,CLS+AVG+SUM-NS,AVGL4L,torch.Size([2304]),85.51,89.93,95.14,90.06,91.27,95.6,73.28,88.6842857142857
allmpnet,CLS+AVG+MAX-NS_AVGL4L,CLS+AVG+MAX-NS,AVGL4L,torch.Size([2304]),85.27,86.78,93.75,89.71,90.44,95.2,75.83,88.14
allmpnet,CLS+SUM+AVG-NS_AVGL4L,CLS+SUM+AVG-NS,AVGL4L,torch.Size([2304]),85.75,89.91,95.15,89.98,90.28,96.2,71.19,88.35142857142857
allmpnet,CLS+SUM+SUM-NS_AVGL4L,CLS+SUM+SUM-NS,AVGL4L,torch.Size([2304]),85.49,88.69,94.95,89.92,90.66,95.4,69.97,87.86857142857143
allmpnet,CLS+SUM+MAX-NS_AVGL4L,CLS+SUM+MAX-NS,AVGL4L,torch.Size([2304]),85.69,90.06,94.87,89.85,91.54,96.2,72.29,88.64285714285714
allmpnet,CLS+MAX+AVG-NS_AVGL4L,CLS+MAX+AVG-NS,AVGL4L,torch.Size([2304]),85.31,86.97,93.91,89.74,90.39,95.6,75.83,88.25
allmpnet,CLS+MAX+SUM-NS_AVGL4L,CLS+MAX+SUM-NS,AVGL4L,torch.Size([2304]),85.53,90.15,95.17,90.08,91.49,95.0,72.99,88.63000000000001
allmpnet,CLS+MAX+MAX-NS_AVGL4L,CLS+MAX+MAX-NS,AVGL4L,torch.Size([2304]),84.43,84.58,93.08,89.0,90.61,90.2,74.55,86.63571428571427
allmpnet,CLS_SUMALL,CLS,SUMALL,torch.Size([768]),84.09,87.42,94.68,87.03,90.39,85.6,68.81,85.43142857142857
allmpnet,AVG_SUMALL,AVG,SUMALL,torch.Size([768]),85.85,90.12,95.35,90.39,91.21,95.2,75.25,89.05285714285715
allmpnet,SUM_SUMALL,SUM,SUMALL,torch.Size([768]),82.22,88.11,94.11,89.53,90.28,94.6,69.8,86.95
allmpnet,MAX_SUMALL,MAX,SUMALL,torch.Size([768]),82.01,73.46,92.48,89.83,89.24,91.8,65.91,83.53285714285713
allmpnet,AVG-NS_SUMALL,AVG-NS,SUMALL,torch.Size([768]),85.91,90.54,95.25,90.45,91.21,95.4,74.55,89.0442857142857
allmpnet,SUM-NS_SUMALL,SUM-NS,SUMALL,torch.Size([768]),82.05,87.87,94.07,89.45,90.01,93.6,67.59,86.37714285714286
allmpnet,MAX-NS_SUMALL,MAX-NS,SUMALL,torch.Size([768]),82.08,73.09,92.58,89.66,89.29,89.6,65.91,83.17285714285713
allmpnet,CLS+AVG_SUMALL,CLS+AVG,SUMALL,torch.Size([1536]),86.64,90.31,95.68,90.86,91.43,96.0,66.49,88.20142857142858
allmpnet,CLS+SUM_SUMALL,CLS+SUM,SUMALL,torch.Size([1536]),82.6,88.69,94.5,89.71,90.23,92.6,70.84,87.02428571428571
allmpnet,CLS+MAX_SUMALL,CLS+MAX,SUMALL,torch.Size([1536]),84.07,87.34,94.98,89.93,91.32,93.6,57.1,85.47714285714287
allmpnet,CLS+AVG-NS_SUMALL,CLS+AVG-NS,SUMALL,torch.Size([1536]),86.53,90.36,95.6,91.04,91.49,96.0,66.49,88.21571428571428
allmpnet,CLS+SUM-NS_SUMALL,CLS+SUM-NS,SUMALL,torch.Size([1536]),83.24,88.5,94.57,90.24,90.55,92.8,67.94,86.8342857142857
allmpnet,CLS+MAX-NS_SUMALL,CLS+MAX-NS,SUMALL,torch.Size([1536]),84.09,87.39,94.99,90.03,91.32,93.8,57.22,85.54857142857144
allmpnet,CLS+AVG+AVG-NS_SUMALL,CLS+AVG+AVG-NS,SUMALL,torch.Size([2304]),86.65,90.68,95.92,90.98,91.98,95.8,73.1,89.30142857142857
allmpnet,CLS+AVG+SUM-NS_SUMALL,CLS+AVG+SUM-NS,SUMALL,torch.Size([2304]),84.11,89.38,95.0,90.73,90.44,93.0,67.19,87.1214285714286
allmpnet,CLS+AVG+MAX-NS_SUMALL,CLS+AVG+MAX-NS,SUMALL,torch.Size([2304]),85.56,89.99,95.56,90.53,91.76,95.4,72.41,88.74428571428571
allmpnet,CLS+SUM+AVG-NS_SUMALL,CLS+SUM+AVG-NS,SUMALL,torch.Size([2304]),82.99,89.11,94.78,89.85,90.23,93.6,67.77,86.90428571428572
allmpnet,CLS+SUM+SUM-NS_SUMALL,CLS+SUM+SUM-NS,SUMALL,torch.Size([2304]),83.41,90.07,94.78,89.57,89.24,92.2,67.3,86.65285714285713
allmpnet,CLS+SUM+MAX-NS_SUMALL,CLS+SUM+MAX-NS,SUMALL,torch.Size([2304]),82.92,89.24,94.68,89.57,90.77,94.0,66.9,86.86857142857143
allmpnet,CLS+MAX+AVG-NS_SUMALL,CLS+MAX+AVG-NS,SUMALL,torch.Size([2304]),85.45,89.25,95.36,90.85,91.93,95.2,68.93,88.13857142857144
allmpnet,CLS+MAX+SUM-NS_SUMALL,CLS+MAX+SUM-NS,SUMALL,torch.Size([2304]),83.59,89.19,94.72,90.42,90.17,93.2,67.48,86.96714285714287
allmpnet,CLS+MAX+MAX-NS_SUMALL,CLS+MAX+MAX-NS,SUMALL,torch.Size([2304]),83.54,87.68,94.81,89.99,91.16,93.4,64.35,86.41857142857144
allmpnet,CLS_AVGALL,CLS,AVGALL,torch.Size([768]),80.92,63.66,91.42,68.77,89.4,54.4,66.49,73.58
allmpnet,AVG_AVGALL,AVG,AVGALL,torch.Size([768]),83.94,86.97,93.96,90.19,91.32,89.8,66.49,86.09571428571428
allmpnet,SUM_AVGALL,SUM,AVGALL,torch.Size([768]),85.61,90.2,95.31,90.79,90.88,95.6,68.99,88.19714285714285
allmpnet,MAX_AVGALL,MAX,AVGALL,torch.Size([768]),82.29,78.57,92.56,89.37,89.35,81.0,70.38,83.36
allmpnet,AVG-NS_AVGALL,AVG-NS,AVGALL,torch.Size([768]),83.73,86.3,93.46,90.06,90.5,91.8,66.49,86.04857142857144
